product_id,brand,category,retailer,title,title_length,bullet_count,bullets,has_main_image,has_lifestyle_images,has_a_plus_content,in_stock,price_present,star_rating,review_count,shelf_health_score,issues,severity
P00091,Kelloggs,Breakfast,Amazon,Instant Oatmeal 8pk by Kelloggs,31,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,False,True,True,True,4.2,1345,81.1,Missing lifestyle images; Thin bullets (2/5); Title too short,Needs Minor Fixes
P00092,Nestle,Breakfast,Instacart,Corn Flakes Cereal by Nestle,28,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",False,True,False,True,False,3.4,3228,40.3,Missing main image; Missing A+ content; Price missing; Thin bullets (2/5); Title too short,Critical
P00093,Coca-Cola,Beverages,Target.com,Coca-Cola Energy,16,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,False,False,True,True,3.7,2770,64.0,Missing lifestyle images; Missing A+ content; Title too short,At Risk
P00094,Nestle,Confectionery,Target.com,Nestle - Mint Tin,17,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,False,True,True,,0,67.5,Missing A+ content; Thin bullets (2/5); Title too short,At Risk
P00095,Mondelez,Confectionery,Kroger.com,Mondelez - Chocolate Chip Cookies,33,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,True,True,True,3.0,3464,98.2,Title too short,Healthy
P00096,Kelloggs,Breakfast,Amazon,Kelloggs - Instant Oatmeal 8pk,30,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,False,True,3.6,1531,57.5,Missing lifestyle images; Missing A+ content; Out of stock; Title too short,At Risk
P00097,Nestle,Confectionery,Target.com,Nestle Chocolate,16,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,4.3,568,64.0,Missing lifestyle images; Missing A+ content; Title too short,At Risk
P00098,Mondelez,Confectionery,Amazon,Mondelez Mint,13,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,False,False,True,True,3.1,976,56.5,Missing lifestyle images; Missing A+ content; Thin bullets (2/5); Title too short,At Risk
P00099,Mondelez,Confectionery,Amazon,Mondelez Chocolate Bar,22,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,True,True,True,3.2,2737,85.5,Missing lifestyle images; Title too short,Needs Minor Fixes
P00100,Coca-Cola,Beverages,Kroger.com,Coca-Cola Cola 12pk Cans,24,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,False,False,True,True,3.5,3002,66.0,Missing lifestyle images; Missing A+ content; Title too short,At Risk
P00101,Coca-Cola,Beverages,Amazon,Coca-Cola - Diet Cola 2L Bottle,31,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,4.8,151,67.8,Missing lifestyle images; Missing A+ content; Title too short,At Risk
P00102,Colgate-Palmolive,Personal Care,Walmart.com,Toothpaste 6oz by Colgate-Palmolive,35,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",False,True,True,True,True,4.4,3546,78.8,Missing main image; Title too short,Needs Minor Fixes
P00103,Colgate-Palmolive,Home Care,Target.com,Colgate-Palmolive Dish Soap 25oz (Pack of 8),44,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,4.5,2978,70.0,Missing lifestyle images; Missing A+ content,Needs Minor Fixes
P00104,Mondelez,Snacks,Kroger.com,Trail Mix Pouch by Mondelez,27,1,Made with real ingredients for a taste you'll love,True,True,False,True,True,3.7,2977,63.5,Missing A+ content; Thin bullets (1/5); Title too short,At Risk
P00105,Colgate-Palmolive,Home Care,Amazon,Colgate-Palmolive All-Purpose Cleaner Spray (Pack of 1),55,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,False,False,True,True,2.9,275,70.0,Missing lifestyle images; Missing A+ content,Needs Minor Fixes
P00106,Nestle,Breakfast,Target.com,Nestle Instant Oatmeal 8pk,26,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,3.6,2660,66.5,Missing lifestyle images; Missing A+ content; Title too short,At Risk
P00107,Colgate-Palmolive,Personal Care,Amazon,Colgate-Palmolive Toothpaste 6oz (Pack of 4),44,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,4.9,819,70.0,Missing lifestyle images; Missing A+ content,Needs Minor Fixes
P00108,Coca-Cola,Beverages,Instacart,Coca-Cola Cola 12pk Cans (Pack of 4),36,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,3.4,1228,69.0,Missing lifestyle images; Missing A+ content; Title too short,At Risk
P00109,Nestle,Breakfast,Target.com,Nestle - Granola Bars 6pk,25,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,False,True,True,,0,76.2,Missing A+ content; Title too short,Needs Minor Fixes
P00110,Nestle,Breakfast,Amazon,Nestle Corn Flakes Cereal (Pack of 6),37,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,False,True,False,True,4.2,1411,79.2,Missing lifestyle images; Out of stock; Title too short,Needs Minor Fixes
P00111,Nestle,Breakfast,Walmart.com,Nestle Granola Bars 6pk,23,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,True,False,True,,0,85.8,Out of stock; Title too short,Needs Minor Fixes
P00112,Kelloggs,Snacks,Target.com,Cracker Sandwiches by Kelloggs,30,1,Made with real ingredients for a taste you'll love,True,True,False,True,True,4.2,2951,64.2,Missing A+ content; Thin bullets (1/5); Title too short,At Risk
P00113,Kelloggs,Snacks,Amazon,Kelloggs Chips,14,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,True,True,True,4.7,2234,93.5,Title too short,Healthy
P00114,Colgate-Palmolive,Home Care,Walmart.com,Colgate-Palmolive All-Purpose Cleaner Spray,43,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,False,True,True,,0,80.0,Missing A+ content,Needs Minor Fixes
P00115,Colgate-Palmolive,Home Care,Walmart.com,Colgate-Palmolive All-Purpose Cleaner Spray,43,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,True,True,True,4.1,1016,93.3,Thin bullets (2/5),Healthy
P00116,Nestle,Confectionery,Target.com,Nestle Mint Tin (Pack of 4),27,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,3.3,2389,66.8,Missing lifestyle images; Missing A+ content; Title too short,At Risk
P00117,Colgate-Palmolive,Personal Care,Target.com,Colgate-Palmolive Toothpaste 6oz (Pack of 8),44,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,True,True,True,2.9,209,93.3,Thin bullets (2/5),Healthy
P00118,Kelloggs,Breakfast,Kroger.com,Kelloggs Instant,16,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,True,False,True,True,,0,74.0,Missing A+ content; Title too short,Needs Minor Fixes
P00119,Mondelez,Confectionery,Kroger.com,Mondelez - Candy Bites Bag,26,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,True,True,True,3.1,3658,96.5,Title too short,Healthy
P00120,Kelloggs,Breakfast,Kroger.com,Instant Oatmeal 8pk by Kelloggs,31,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,False,True,True,3.5,448,77.8,Missing A+ content; Title too short,Needs Minor Fixes
P00121,Mondelez,Confectionery,Kroger.com,Mondelez - Chocolate Bar,24,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,False,True,True,4.2,129,76.0,Missing A+ content; Title too short,Needs Minor Fixes
P00122,Kelloggs,Breakfast,Amazon,Kelloggs - Granola Bars 6pk,27,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,True,False,True,True,4.3,2124,76.8,Missing A+ content; Title too short,Needs Minor Fixes
P00123,Nestle,Breakfast,Instacart,Nestle - Instant Oatmeal 8pk,28,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,True,False,True,True,3.4,1983,77.0,Missing A+ content; Title too short,Needs Minor Fixes
P00124,Nestle,Beverages,Kroger.com,Sparkling Water 8pk by Nestle,29,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,,0,67.2,Missing lifestyle images; Missing A+ content; Title too short,At Risk
P00125,Colgate-Palmolive,Home Care,Kroger.com,Colgate-Palmolive Dish Soap 25oz (Pack of 12),45,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",False,False,True,True,True,3.7,1050,70.0,Missing main image; Missing lifestyle images,Needs Minor Fixes
P00126,Mondelez,Snacks,Kroger.com,Cheese Crackers Box by Mondelez,31,1,Made with real ingredients for a taste you'll love,True,False,True,True,True,2.9,1692,74.5,Missing lifestyle images; Thin bullets (1/5); Title too short,Needs Minor Fixes
P00127,Colgate-Palmolive,Home Care,Walmart.com,Colgate-Palmolive - Dish Soap 25oz,34,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",False,False,False,True,False,4.2,3718,38.5,Missing main image; Missing lifestyle images; Missing A+ content; Price missing; Title too short,Critical
P00128,Coca-Cola,Beverages,Amazon,Coca-Cola - Juice Drink 6pk,27,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,,0,66.8,Missing lifestyle images; Missing A+ content; Title too short,At Risk
P00129,Colgate-Palmolive,Personal Care,Target.com,Toothpaste 6oz by Colgate-Palmolive,35,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",False,True,False,False,True,3.2,461,42.1,Missing main image; Missing A+ content; Out of stock; Thin bullets (2/5); Title too short,Critical
P00130,Colgate-Palmolive,Personal Care,Target.com,Colgate-Palmolive Body,22,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,False,True,True,True,3.7,1343,78.8,Missing lifestyle images; Thin bullets (2/5); Title too short,Needs Minor Fixes
P00131,Coca-Cola,Beverages,Amazon,Coca-Cola Energy Drink 12pk (Pack of 4),39,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,True,True,False,4.3,46,83.1,Price missing; Thin bullets (2/5); Title too short,Needs Minor Fixes
P00132,Colgate-Palmolive,Home Care,Walmart.com,Colgate-Palmolive Laundry Detergent 50oz (Pack of 1),52,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,False,True,True,4.7,1208,73.3,Missing A+ content; Thin bullets (2/5),Needs Minor Fixes
P00133,Colgate-Palmolive,Personal Care,Walmart.com,Mouthwash 1L by Colgate-Palmolive,33,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,True,False,True,True,4.4,3576,78.2,Missing A+ content; Title too short,Needs Minor Fixes
P00134,Coca-Cola,Beverages,Target.com,Coca-Cola Juice Drink 6pk,25,0,,True,True,False,True,True,3.0,841,56.2,Missing A+ content; Thin bullets (0/5); Title too short,At Risk
P00135,Kelloggs,Snacks,Kroger.com,Kelloggs Cracker Sandwiches (Pack of 8),39,1,Made with real ingredients for a taste you'll love,True,False,False,True,True,3.3,12,56.5,Missing lifestyle images; Missing A+ content; Thin bullets (1/5); Title too short,At Risk
P00136,Nestle,Breakfast,Amazon,Nestle Corn Flakes Cereal,25,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,False,False,True,True,3.1,2627,66.2,Missing lifestyle images; Missing A+ content; Title too short,At Risk
P00137,Mondelez,Confectionery,Instacart,Mondelez - Chocolate Chip Cookies,33,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,False,True,True,2.8,93,78.2,Missing A+ content; Title too short,Needs Minor Fixes
P00138,Colgate-Palmolive,Home Care,Kroger.com,Colgate-Palmolive - Laundry Detergent 50oz,42,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,False,True,True,3.7,3137,73.3,Missing A+ content; Thin bullets (2/5),Needs Minor Fixes
P00139,Coca-Cola,Beverages,Amazon,Coca-Cola Diet Cola 2L Bottle (Pack of 1),41,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,False,True,True,4.6,231,80.0,Missing A+ content,Needs Minor Fixes
P00140,Nestle,Breakfast,Walmart.com,Instant Oatmeal 8pk by Nestle,29,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,False,False,True,True,4.0,3011,60.5,Missing lifestyle images; Missing A+ content; Thin bullets (2/5); Title too short,At Risk
P00141,Nestle,Breakfast,Kroger.com,Nestle Toaster,14,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,False,True,True,3.2,2203,66.8,Missing A+ content; Thin bullets (2/5); Title too short,At Risk
P00142,Mondelez,Snacks,Target.com,Mondelez Cheese Crackers Box,28,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",False,False,True,True,True,4.7,3469,67.0,Missing main image; Missing lifestyle images; Title too short,At Risk
P00143,Colgate-Palmolive,Personal Care,Amazon,Colgate-Palmolive Mouthwash 1L,30,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,,0,67.5,Missing lifestyle images; Missing A+ content; Title too short,At Risk
P00144,Colgate-Palmolive,Home Care,Walmart.com,Colgate-Palmolive Dish Soap 25oz,32,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,3.5,1159,68.0,Missing lifestyle images; Missing A+ content; Title too short,At Risk
P00145,Mondelez,Confectionery,Target.com,Mondelez Mint Tin (Pack of 6),29,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,False,False,True,True,2.9,3539,67.2,Missing lifestyle images; Missing A+ content; Title too short,At Risk
P00146,Nestle,Breakfast,Amazon,Nestle Granola Bars 6pk (Pack of 6),35,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,False,True,True,,0,72.1,Missing A+ content; Thin bullets (2/5); Title too short,Needs Minor Fixes
P00147,Colgate-Palmolive,Home Care,Instacart,All-Purpose Cleaner Spray by Colgate-Palmolive,46,1,Made with real ingredients for a taste you'll love,True,True,False,True,True,2.9,3468,66.7,Missing A+ content; Thin bullets (1/5),At Risk
P00148,Coca-Cola,Beverages,Instacart,Coca-Cola - Cola 12pk Cans,26,0,,True,True,False,True,True,,0,56.5,Missing A+ content; Thin bullets (0/5); Title too short,At Risk
P00149,Mondelez,Confectionery,Amazon,Mondelez Chocolate Bar,22,0,,True,True,True,True,True,4.8,734,75.5,Thin bullets (0/5); Title too short,Needs Minor Fixes
P00150,Coca-Cola,Beverages,Walmart.com,Juice Drink 6pk by Coca-Cola,28,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,False,True,True,,0,77.0,Missing A+ content; Title too short,Needs Minor Fixes
P00151,Nestle,Confectionery,Amazon,Nestle Chocolate Bar (Pack of 1),32,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,True,True,True,4.0,3514,98.0,Title too short,Healthy
P00152,Coca-Cola,Beverages,Walmart.com,Coca-Cola Diet Cola 2L Bottle,29,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,False,True,True,,0,77.2,Missing A+ content; Title too short,Needs Minor Fixes
P00153,Coca-Cola,Beverages,Walmart.com,Juice Drink 6pk by Coca-Cola,28,1,Made with real ingredients for a taste you'll love,True,False,False,False,True,3.1,2823,43.7,Missing lifestyle images; Missing A+ content; Out of stock; Thin bullets (1/5); Title too short,Critical
P00154,Coca-Cola,Beverages,Amazon,Coca-Cola Cola 12pk Cans,24,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,False,False,True,True,4.9,2009,59.3,Missing lifestyle images; Missing A+ content; Thin bullets (2/5); Title too short,At Risk
P00155,Nestle,Confectionery,Instacart,Nestle Mint Tin (Pack of 8),27,1,Made with real ingredients for a taste you'll love,True,False,False,True,True,4.1,3029,53.5,Missing lifestyle images; Missing A+ content; Thin bullets (1/5); Title too short,At Risk
P00156,Mondelez,Confectionery,Amazon,Mondelez Candy,14,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,True,True,True,3.7,107,86.8,Thin bullets (2/5); Title too short,Needs Minor Fixes
P00157,Coca-Cola,Beverages,Amazon,Juice Drink 6pk by Coca-Cola,28,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,False,True,True,,0,77.0,Missing A+ content; Title too short,Needs Minor Fixes
P00158,Nestle,Breakfast,Instacart,Nestle Granola,14,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,False,True,True,3.3,1010,66.8,Missing A+ content; Thin bullets (2/5); Title too short,At Risk
P00159,Mondelez,Snacks,Amazon,Mondelez Trail Mix Pouch (Pack of 4),36,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,False,True,True,True,,0,82.3,Missing lifestyle images; Thin bullets (2/5); Title too short,Needs Minor Fixes
P00160,Kelloggs,Breakfast,Target.com,Kelloggs - Instant Oatmeal 8pk,30,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,True,True,True,True,,0,97.5,Title too short,Healthy
P00161,Nestle,Confectionery,Target.com,Nestle - Chocolate Chip Cookies,31,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,False,True,3.7,1193,57.8,Missing lifestyle images; Missing A+ content; Out of stock; Title too short,At Risk
P00162,Coca-Cola,Beverages,Instacart,Coca-Cola - Energy Drink 12pk,29,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,False,True,True,3.9,3782,70.5,Missing A+ content; Thin bullets (2/5); Title too short,Needs Minor Fixes
P00163,Mondelez,Snacks,Kroger.com,Mondelez Pretzel Bag,20,1,Made with real ingredients for a taste you'll love,True,False,True,True,True,4.2,3960,71.7,Missing lifestyle images; Thin bullets (1/5); Title too short,Needs Minor Fixes
P00164,Colgate-Palmolive,Home Care,Amazon,Colgate-Palmolive - Dish Soap 25oz,34,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,False,False,True,True,3.0,1703,68.5,Missing lifestyle images; Missing A+ content; Title too short,At Risk
P00165,Coca-Cola,Beverages,Walmart.com,Coca-Cola Energy Drink 12pk (Pack of 6),39,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,True,True,True,2.9,2911,99.8,Title too short,Healthy
P00166,Coca-Cola,Beverages,Amazon,Coca-Cola - Sparkling Water 8pk,31,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,True,False,True,True,3.2,2692,77.8,Missing A+ content; Title too short,Needs Minor Fixes
P00167,Mondelez,Confectionery,Kroger.com,Mondelez Chocolate Bar (Pack of 4),34,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,True,False,True,True,4.6,765,78.5,Missing A+ content; Title too short,Needs Minor Fixes
P00168,Colgate-Palmolive,Home Care,Instacart,Colgate-Palmolive Dish Soap 25oz (Pack of 1),44,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,False,False,True,True,4.1,3333,70.0,Missing lifestyle images; Missing A+ content,Needs Minor Fixes
P00169,Colgate-Palmolive,Personal Care,Target.com,Colgate-Palmolive Mouthwash 1L,30,1,Made with real ingredients for a taste you'll love,True,True,False,True,True,4.1,2840,64.2,Missing A+ content; Thin bullets (1/5); Title too short,At Risk
P00170,Nestle,Breakfast,Instacart,Nestle Granola,14,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,False,True,True,4.8,2070,66.8,Missing A+ content; Thin bullets (2/5); Title too short,At Risk
P00171,Mondelez,Confectionery,Instacart,Mondelez Chocolate Chip Cookies,31,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,True,True,True,4.0,3164,97.8,Title too short,Healthy
P00172,Mondelez,Snacks,Amazon,Chips Family Size by Mondelez,29,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,False,False,True,True,4.2,1013,67.2,Missing lifestyle images; Missing A+ content; Title too short,At Risk
P00173,Colgate-Palmolive,Personal Care,Target.com,Colgate-Palmolive Body Wash 18oz,32,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",False,False,True,True,True,4.3,2591,68.0,Missing main image; Missing lifestyle images; Title too short,At Risk
P00174,Mondelez,Snacks,Walmart.com,Mondelez Chips Family Size,26,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,True,False,True,4.8,2107,76.5,Missing lifestyle images; Out of stock; Title too short,Needs Minor Fixes
P00175,Coca-Cola,Beverages,Amazon,Coca-Cola - Iced Coffee 4pk,27,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,True,True,True,3.1,2590,96.8,Title too short,Healthy
P00176,Colgate-Palmolive,Home Care,Instacart,Colgate-Palmolive All-Purpose Cleaner Spray,43,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,False,False,True,True,4.6,3469,70.0,Missing lifestyle images; Missing A+ content,Needs Minor Fixes
P00177,Coca-Cola,Beverages,Target.com,Coca-Cola Energy Drink 12pk (Pack of 1),39,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,True,True,True,4.0,1987,93.1,Thin bullets (2/5); Title too short,Healthy
P00178,Colgate-Palmolive,Personal Care,Amazon,Colgate-Palmolive Toothpaste,28,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,False,True,False,,0,67.0,Missing A+ content; Price missing; Title too short,At Risk
P00179,Colgate-Palmolive,Personal Care,Amazon,Bar Soap 3pk by Colgate-Palmolive,33,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,False,True,True,3.0,389,78.2,Missing A+ content; Title too short,Needs Minor Fixes
P00180,Coca-Cola,Beverages,Amazon,Coca-Cola Iced Coffee 4pk (Pack of 4),37,0,,True,False,False,True,True,3.6,2993,49.2,Missing lifestyle images; Missing A+ content; Thin bullets (0/5); Title too short,Critical
P00181,Coca-Cola,Beverages,Target.com,Coca-Cola Sparkling,19,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,False,True,True,4.2,1802,74.8,Missing A+ content; Title too short,Needs Minor Fixes
P00182,Colgate-Palmolive,Personal Care,Instacart,Colgate-Palmolive - Mouthwash 1L,32,1,Made with real ingredients for a taste you'll love,True,False,False,True,False,3.1,1134,44.7,Missing lifestyle images; Missing A+ content; Price missing; Thin bullets (1/5); Title too short,Critical
